1 0,-2147483648 -2147483648,#t
1 0,0 -2147483648,#t
1 0,-2147483648 0,#t
1 0,0 0,#t
1 1 1,-2147483648 -2147483648,#t
1 1 1,0 -2147483648,#t
1 1 1,-2147483648 0,#t
1 1 1,0 0,#t
2 0,-2147483648 -2147483648,#t
2 0,0 -2147483648,#t
2 0,-2147483648 0,#t
2 0,0 0,#t
2 1 1,-2147483648 -2147483648,#t
2 1 1,0 -2147483648,#t
2 1 1,-2147483648 0,#t
2 1 1,0 0,#t
3 0,-2147483648 -2147483648,#t
3 0,0 -2147483648,#t
3 0,-2147483648 0,#t
3 0,0 0,#t
3 1 1,-2147483648 -2147483648,#t
3 1 1,0 -2147483648,#t
3 1 1,-2147483648 0,#t
3 1 1,0 0,#t
4 0 0,0,0
4 0 0,-2147483648,-2147483648
4 0 1,0,#t
4 0 1,-2147483648,#t
5 0 0,0,0
5 0 0,-2147483648,-2147483648
5 0 1,0,#t
5 0 1,-2147483648,#t
6 0 0,0,#t
6 0 0,-2147483648,#t
6 0 1,0,#t
6 0 1,-2147483648,#t
7 1 1,-2147483648 -2147483648,-2147483648;0
7 1 1,0 -2147483648,0
7 1 1,-2147483648 0,-2147483648;0
7 1 1,0 0,0
8 1 1,-2147483648 -2147483648,-2147483648
8 1 1,0 -2147483648,-2147483648;0
8 1 1,-2147483648 0,-2147483648
8 1 1,0 0,#t
9 1 1,-2147483648 -2147483648,#t
9 1 1,0 -2147483648,#t
9 1 1,-2147483648 0,#t
9 1 1,0 0,#t
10 1 1,-2147483648 -2147483648,-2147483648;0
10 1 1,0 -2147483648,0
10 1 1,-2147483648 0,-2147483648;0
10 1 1,0 0,0
11 1 1,-2147483648 -2147483648,-2147483648
11 1 1,0 -2147483648,-2147483648;0
11 1 1,-2147483648 0,-2147483648
11 1 1,0 0,#t
17 1 1,0,#t
17 1 1,-2147483648,#t
18 1 1,0,#t
18 1 1,-2147483648,#t
31 0 0,0,0
31 0 0,-2147483648,-2147483648
31 0 1,0,#t
31 0 1,-2147483648,#t
33 0,-2147483648 -2147483648,#t
33 0,0 -2147483648,#t
33 0,-2147483648 0,#t
33 0,0 0,#t
34 0,-2147483648 0 0,#t
34 0,-2147483648 -2147483648 0,#t
34 0,0 0 0,#t
34 0,-2147483648 -2147483648 -2147483648,#t
34 0,-2147483648 0 -2147483648,#t
34 0,0 -2147483648 -2147483648,#t
34 0,0 -2147483648 0,#t
34 0,0 0 -2147483648,#t
35 0,-2147483648 0 0,#t
35 0,-2147483648 -2147483648 0,#t
35 0,0 0 0,#t
35 0,-2147483648 -2147483648 -2147483648,#t
35 0,-2147483648 0 -2147483648,#t
35 0,0 -2147483648 -2147483648,#t
35 0,0 -2147483648 0,#t
35 0,0 0 -2147483648,#t
43 0,-2147483648 -2147483648,#t
43 0,0 -2147483648,#t
43 0,-2147483648 0,#t
43 0,0 0,#t
44 0,0,0
44 0,-2147483648,0
45 0,0,0
45 0,-2147483648,0
47 0 0 1,0,#t
47 0 0 1,-2147483648,#t
47 0 1 1,0,#t
47 0 1 1,-2147483648,#t
1 2,-2147483648 0 0,#t
1 2,-2147483648 -2147483648 0,#t
1 2,0 0 0,#t
1 2,-2147483648 -2147483648 -2147483648,#t
