1 2,7 0 3,#t
1 2,1 5 3,#t
1 2,5 3 2,#t
1 2,0 3 3,#t
1 2,7 1 5,#t
1 2,2 4 1,#t
1 2,4 3 0,#t
1 2,5 3 6,#t
1 2,6 7 7,#t
1 2,0 7 4,#t
1 2,3 3 1,#t
1 2,1 5 6,#t
1 2,0 2 3,#t
1 2,5 1 0,#t
1 2,3 4 0,#t
1 2,7 1 4,#t
1 2,6 2 4,#t
1 2,2 7 4,#t
1 2,2 5 5,#t
1 2,6 3 5,#t
1 2,6 7 0,#t
1 2,4 7 4,#t
1 2,5 5 2,#t
1 2,2 4 7,#t
1 2,0 1 0,#t
1 2,0 3 0,#t
1 2,1 7 1,#t
1 2,7 2 4,#t
1 2,3 2 1,#t
1 2,5 1 5,#t
1 2,1 7 0,#t
1 2,5 7 6,#t
1 2,1 4 5,#t
1 2,2 3 5,#t
1 2,0 1 3,#t
1 2,3 0 1,#t
1 2,4 5 0,#t
1 2,0 2 4,#t
1 2,2 3 1,#t
1 2,5 1 1,#t
1 2,1 3 6,#t
1 2,7 4 6,#t
1 2,6 1 5,#t
1 2,1 2 0,#t
1 2,2 2 5,#t
1 2,1 7 4,#t
1 2,0 6 5,#t
1 2,0 5 0,#t
1 2,2 0 7,#t
1 2,3 7 4,#t
1 2,5 2 3,#t
1 2,4 4 3,#t
1 2,6 4 3,#t
1 2,2 6 7,#t
1 2,6 5 7,#t
1 2,2 4 4,#t
1 2,4 3 7,#t
1 2,2 5 1,#t
1 2,4 0 6,#t
1 2,0 6 2,#t
1 2,5 2 5,#t
1 2,3 3 4,#t
1 2,7 3 2,#t
1 2,3 2 5,#t
1 2,3 5 5,#t
1 2,1 4 1,#t
1 2,7 7 0,#t
1 2,0 0 3,#t
1 2,0 0 6,#t
1 2,3 0 5,#t
1 2,4 4 6,#t
1 2,2 1 2,#t
1 2,4 2 3,#t
1 2,0 1 6,#t
1 2,1 1 6,#t
1 2,7 0 6,#t
1 2,3 1 2,#t
1 2,6 5 6,#t
1 2,6 6 0,#t
1 2,2 2 2,#t
1 2,7 7 6,#t
1 2,2 7 3,#t
1 2,6 0 6,#t
1 2,7 0 0,#t
1 2,7 2 1,#t
1 2,5 0 1,#t
1 2,2 6 3,#t
1 2,4 0 3,#t
1 2,4 7 0,#t
1 2,7 4 0,#t
1 2,6 6 6,#t
1 2,0 7 0,#t
1 2,7 7 5,#t
1 2,2 0 0,#t
1 2,1 7 5,#t
1 2,3 4 2,#t
1 2,5 7 2,#t
1 2,2 0 6,#t
1 2,5 6 0,#t
1 2,4 0 1,#t
1 2,4 5 3,#t
1 2,6 0 0,#t
1 2,7 5 3,#t
1 2,2 7 7,#t
1 2,1 3 2,#t
1 2,3 4 3,#t
1 2,5 4 4,#t
1 2,6 5 0,#t
1 2,4 1 5,#t
1 2,5 6 2,#t
1 2,5 1 4,#t
1 2,1 7 7,#t
1 2,0 3 7,#t
1 2,5 0 5,#t
1 2,6 2 5,#t
1 2,4 5 7,#t
1 2,4 6 3,#t
1 2,5 6 3,#t
1 2,1 5 5,#t
1 2,5 3 0,#t
1 2,5 0 6,#t
1 2,1 4 4,#t
1 2,4 1 7,#t
1 2,3 6 7,#t
1 2,5 0 7,#t
1 2,7 5 4,#t
1 2,1 2 7,#t
1 2,7 2 0,#t
1 2,6 3 6,#t
1 2,0 3 4,#t
1 2,4 7 3,#t
1 2,5 4 3,#t
1 2,3 3 7,#t
1 2,6 0 4,#t
1 2,0 5 3,#t
1 2,6 7 6,#t
1 2,3 2 2,#t
1 2,7 4 2,#t
1 2,1 6 1,#t
1 2,6 4 0,#t
1 2,3 1 0,#t
1 2,1 3 0,#t
1 2,1 2 4,#t
1 2,3 6 5,#t
1 2,1 1 1,#t
1 2,2 5 4,#t
1 2,4 2 4,#t
1 2,2 0 3,#t
1 2,2 7 5,#t
1 2,0 4 3,#t
1 2,3 1 3,#t
1 2,0 6 6,#t
1 2,3 3 0,#t
1 2,3 7 2,#t
1 2,0 7 5,#t
1 2,5 2 2,#t
1 2,7 6 7,#t
1 2,7 0 4,#t
1 2,6 4 5,#t
1 2,4 1 0,#t
1 2,6 4 1,#t
1 2,6 1 4,#t
1 2,2 6 2,#t
1 2,7 6 4,#t
1 2,0 0 0,#t
1 2,2 7 1,#t
1 2,3 5 1,#t
1 2,2 6 1,#t
1 2,2 5 7,#t
1 2,1 4 7,#t
1 2,6 3 3,#t
1 2,5 0 0,#t
1 2,7 1 1,#t
1 2,4 4 2,#t
1 2,1 0 2,#t
1 2,1 6 2,#t
1 2,0 1 2,#t
1 2,0 1 1,#t
1 2,4 3 4,#t
1 2,3 0 2,#t
1 2,7 4 1,#t
1 2,6 7 3,#t
1 2,1 7 3,#t
1 2,2 2 6,#t
1 2,5 5 1,#t
1 2,6 1 7,#t
1 2,0 7 1,#t
1 2,5 7 3,#t
1 2,2 2 7,#t
1 2,5 0 2,#t
1 2,2 2 3,#t
1 2,6 0 1,#t
1 2,3 5 0,#t
1 2,5 2 0,#t
1 2,1 6 4,#t
1 2,0 6 3,#t
1 2,5 3 3,#t
1 2,4 1 4,#t
1 2,4 3 1,#t
1 2,4 1 6,#t
1 2,7 6 0,#t
1 2,7 6 5,#t
1 2,2 3 2,#t
1 2,7 5 7,#t
1 2,5 5 4,#t
1 2,3 5 4,#t
1 2,6 0 5,#t
